Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
AccessibleObjectFromEvent,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
AccessibleObjectFromPoint,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
AccessibleObjectFromWindow,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
CreateStdAccessibleObject,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
CreateStdAccessibleProxy,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
GetOleaccVersionInfo,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
GetRoleText,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP,function
GetStateText,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP,function
IsWinEventHookInstalled,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Winuser.h,,User32.lib,,,,function
LresultFromObject,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
NotifyWinEvent,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winuser.h,Windows.h,User32.lib,,,,function
ObjectFromLresult,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Oleacc.h,,Oleacc.lib,,,,function
SetWinEventHook,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winuser.h,Windows.h,User32.lib,,,,function
UnhookWinEvent,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winuser.h,Windows.h,User32.lib,,,,function
WindowFromAccessibleObject,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,function
IAccClientDocMgr,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
IAccDictionary,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
IAccessible,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,Oleacc.lib,,,,interface
IAccIdentity,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Oleacc.h,Initguid.h before including Oleacc.h,,,,,interface
IAccPropServer,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Oleacc.h,Initguid.h before including Oleacc.h,,,,,interface
IAccPropServices,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Oleacc.h,Initguid.h before including Oleacc.h,,,,,interface
IAccServerDocMgr,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
ICoCreatedLocally,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
ICoCreateLocally,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
IVersionInfo,Windows XP and Windows .NET Server,Unsupported,Accessibility,Active Accessibility 2.0 RDK on Windows NT 4.0 SP6 and Windows 98,Msaatext.h,,,,,,interface
WM_GETOBJECT,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winuser.h,Windows.h,,,,,message
HWINEVENTHOOK,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winable.h (WINVER < 0x0500) or Winuser.h (WINVER >= 0x0500),,,,,,simple data type
WINEVENTPROC,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Winable.h (WINVER < 0x0500) or Winuser.h (WINVER >= 0x0500),,,,,,simple data type
MSAAMENUINFO,Windows 2000 and later,Windows 98 and later,Accessibility,Active Accessibility 1.3 RDK on Windows NT 4.0 SP6 and Windows 95,Oleacc.h,,,,,,structure
BFFCallBack,Windows 2000 and later,,ADS,,Shlobj.h,,,,,,callback function
SyncUpdateProc,Windows 2000 and later,,ADS,,Ntdsapi.h,,,,,,callback function
DS_MANGLE_FOR,Windows XP and Windows .NET Server,,ADS,,Ntdsapi.h,,,,,,enumeration
DS_NAME_ERROR,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_NAME_FLAGS,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_NAME_FORMAT,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_REPL_INFO_TYPE,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_REPL_OP_TYPE,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_SPN_NAME_TYPE,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
DS_SPN_WRITE_OP,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,,,,,enumeration
ADsPropCheckIfWritable,Windows 2000 and later,,ADS,,Adsprop.h,,DsProp.lib,,,,function
ADsPropCreateNotifyObj,Windows 2000 and later,,ADS,,Adsprop.h,,DsProp.lib,,,,function
ADsPropGetInitInfo,Windows 2000 and later,,ADS,,Adsprop.h,,DsProp.lib,,,,function
ADsPropSendErrorMessage,Windows XP and Windows .NET Server,,ADS,,Adsprop.h,,DsProp.lib,,,,function
ADsPropSetHwnd,Windows 2000 and later,,ADS,,Adsprop.h,,DsProp.lib,,,,function
DsAddressToSiteNames,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsAddSidHistory,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsBackupClose,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupEnd,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupFree,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupGetBackupLogs,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsBackupGetDatabaseNames,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsBackupOpenFile,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsBackupPrepare,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsBackupRead,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBackupTruncateLogs,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsBind,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsBindWithCred,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsBindWithSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsBrowseForContainer,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Dsclient.h,,Dsuiext.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsClientMakeSpnForTargetServer,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsCrackNames,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsCrackSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsCrackUnquotedMangledRdn,Windows XP and Windows .NET Server,,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsDeregisterDnsHostRecords,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsEnumerateDomainTrusts,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsFreeDomainControllerInfo,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsFreeNameResult,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsFreePasswordCredentials,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsFreeSchemaGuidMap,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsFreeSpnArray,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsGetDcName,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsGetDcSiteCoverage,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsGetDomainControllerInfo,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsGetSiteName,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsGetSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsInheritSecurityIdentity,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsIsMangledDn,Windows XP and Windows .NET Server,,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsIsMangledRdn,Windows XP and Windows .NET Server,,ADS,,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsIsNTDSOnline,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsListDomainsInSite,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsListInfoForServer,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsListRoles,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsListServersForDomainInSite,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsListServersInSite,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsListSites,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsMakePasswordCredentials,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsMakeSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsMapSchemaGuids,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsQuoteRdnValue,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsRemoveDsDomain,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsRemoveDsServer,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsReplicaAdd,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsReplicaConsistencyCheck,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsReplicaDel,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsReplicaGetInfo,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented only as Unicode.,function
DsReplicaModify,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsReplicaSync,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsReplicaSyncAll,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,,function
DsReplicaUpdateRefs,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsRestoreEnd,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsRestoreGetDatabaseLocations,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsRestorePrepare,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsRestoreRegister,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsRestoreRegisterComplete,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,,function
DsRoleFreeMemory,Windows 2000 and later,,ADS,,Dsrole.h,,Netapi32.lib,,,,function
DsRoleGetPrimaryDomainInformation,Windows 2000 and later,,ADS,,Dsrole.h,,Netapi32.lib,,,,function
DsServerRegisterSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsSetAuthIdentity,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsSetCurrentBackupLog,Windows 2000 and later,,ADS,,Ntdsbcli.h,,Ntdsbcli.lib,,,Implemented as Unicode and ANSI versions.,function
DsUnBind,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsUnquoteRdnValue,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
DsValidateSubnetName,Windows 2000 and later,,ADS,,Dsgetdc.h,,Netapi32.lib,,,Implemented as Unicode and ANSI versions.,function
DsWriteAccountSpn,Windows 2000 and later,,ADS,Active Directory Client Extension on Windows NT 4.0 SP6a and Windows 95/98/Me,Ntdsapi.h,,Ntdsapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
