Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
phoneGetDisplay,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetGain,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetHookSwitch,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetIcon,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
phoneGetID,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
phoneGetLamp,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetMessage,TAPI 2.0 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetRing,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetStatus,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
phoneGetStatusMessages,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneGetVolume,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneInitialize,TAPI 1.4 and earlier,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneInitializeEx,TAPI 2.0 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
phoneNegotiateAPIVersion,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneNegotiateExtVersion,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneOpen,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetButtonInfo,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
phoneSetData,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetDisplay,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetGain,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetHookSwitch,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetLamp,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetRing,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetStatusMessages,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneSetVolume,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
phoneShutdown,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,,function
tapiGetLocationInfo,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
tapiRequestMakeCall,TAPI 1.3 and later,,TAPI2,,Tapi.h,,Tapi32.lib,,,Implemented as Unicode and ANSI versions on all platforms.,function
TAPIERROR_FORMATMESSAGE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,macro
LINE_ADDRESSSTATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_AGENTSESSIONSTATUS,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_AGENTSPECIFIC,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_AGENTSTATUS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_AGENTSTATUSEX,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_APPNEWCALL,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_APPNEWCALLHUB,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_CALLHUBCLOSE,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_CALLINFO,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_CALLSTATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_CLOSE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_CREATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_DEVSPECIFIC,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_DEVSPECIFICEX,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_DEVSPECIFICFEATURE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_GATHERDIGITS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_GENERATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_GROUPSTATUS,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_LINEDEVSTATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_MONITORDIGITS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_MONITORMEDIA,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_MONITORTONE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_PROXYREQUEST,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_PROXYSTATUS,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_QUEUESTATUS,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_REMOVE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_REPLY,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINE_REQUEST,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_BUTTON,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_CLOSE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_CREATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_DEVSPECIFIC,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_REMOVE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_REPLY,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
PHONE_STATE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,message
LINEADDRESSCAPS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEADDRESSSTATUS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTACTIVITYENTRY,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTACTIVITYLIST,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTCAPS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTENTRY,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTGROUPENTRY,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTGROUPLIST,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTINFO,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTLIST,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTSESSIONENTRY,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTSESSIONINFO,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTSESSIONLIST,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAGENTSTATUS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEAPPINFO,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLHUBTRACKINGINFO,TAPI 3.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLINFO,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLLIST,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLPARAMS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLSTATUS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECALLTREATMENTENTRY,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECARDENTRY,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECOUNTRYENTRY,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINECOUNTRYLIST,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEDEVCAPS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEDEVSTATUS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEDIALPARAMS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEEXTENSIONID,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEFORWARD,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEFORWARDLIST,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEGENERATETONE,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEINITIALIZEEXPARAMS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINELOCATIONENTRY,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMEDIACONTROLCALLSTATE,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMEDIACONTROLDIGIT,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMEDIACONTROLMEDIA,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMEDIACONTROLTONE,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMESSAGE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEMONITORTONE,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEPROVIDERENTRY,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEPROVIDERLIST,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEPROXYREQUEST,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEPROXYREQUESTLIST,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEQUEUEENTRY,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEQUEUEINFO,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEQUEUELIST,TAPI 2.2 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEREQMAKECALL,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINEREQMEDIACALL,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
LINETERMCAPS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINETRANSLATECAPS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
LINETRANSLATEOUTPUT,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONEBUTTONINFO,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONECAPS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONEEXTENSIONID,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONEINITIALIZEEXPARAMS,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONEMESSAGE,TAPI 2.0 and later,,TAPI2,,Tapi.h,,,,,,structure
PHONESTATUS,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
VARSTRING,TAPI 1.4 and later,,TAPI2,,Tapi.h,,,,,,structure
CMSPAddress,TAPI 3.0 and later,,TAPI3,,Mspaddr.h,,,,,,class
CMSPCallBase,TAPI 3.0 and later,,TAPI3,,Mspcall.h,,,,,,class
CMSPCallMultiGraph,TAPI 3.0 and later,,TAPI3,,Mspcall.h,,,,,,class
CMSPStream,TAPI 3.0 and later,,TAPI3,,Mspstrm.h,,,,,,class
LINEADDRESSTYPE_ Constants,TAPI 3.0 and later,,TAPI3,,Tapi.h,,,,,,constant
RENDBIND_ Constants,TAPI 3.0 and later,,TAPI3,,Rend.h,,,,,,constant
RND_ Constants,TAPI 3.0 and later,,TAPI3,,Rnderr.h,,,,,,constant
TAPI_DIGITMODE_ Constant,TAPI 3.0 and later,,TAPI3,,Tapi3if.h,,,,,,constant
TAPI_E_ Constants,TAPI 3.0 and later,,TAPI3,,Tapi3err.h,,,,,,constant
TAPIMEDIATYPE_ Constants,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,constant
TAPIPROTOCOL_ Constants,TAPI 3.0 and later,,TAPI3,,Tapi3if.h,,,,,,constant
Terminal Class,TAPI 3.0 and later,,TAPI3,,Tapi3if.h,,,,,,constant
ACDGROUP_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
ACDQUEUE_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
ADDRESS_CAPABILITY,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
ADDRESS_CAPABILITY_STRING,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
ADDRESS_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
ADDRESS_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AGENT_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AGENT_SESSION_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AGENT_SESSION_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AGENT_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AGENTHANDLER_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
AudioDeviceProperty,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
AudioSettingsProperty,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
BLOB_CHARACTER_SET,TAPI 3.0 and later,,TAPI3,,Sdpblb.h,,,,,,enumeration
CALL_MEDIA_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALL_MEDIA_EVENT_CAUSE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALL_NOTIFICATION_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALL_PRIVILEGE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALL_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALL_STATE_EVENT_CAUSE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLHUB_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLHUB_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLINFO_BUFFER,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLINFO_LONG,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLINFO_STRING,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CALLINFOCHANGE_CAUSE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
CallQualityProperty,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
DIRECTORY_OBJECT_TYPE,TAPI 3.0 and later,,TAPI3,,Rend.h,,,,,,enumeration
DIRECTORY_TYPE,TAPI 3.0 and later,,TAPI3,,Rend.h,,,,,,enumeration
DISCONNECT_CODE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
EnStorageMode,TAPI 3.1,,TAPI3,,Termmgr.h,,,,,,enumeration
FILETERMINAL_STATE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
FINISH_MODE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
FT_STATE_EVENT_CAUSE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
FULLDUPLEX_SUPPORT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
H245_CAPABILITY,TAPI 3.0 and later,,TAPI3,,H323priv.h,,,,,,enumeration
MSP_ADDRESS_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
MSP_CALL_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
MSP_CALL_EVENT_CAUSE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
MSP_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
MULTICAST_LOOPBACK_MODE,TAPI 3.0 and later,,TAPI3,,Confpriv.h,,,,,,enumeration
PARTICIPANT_EVENT,TAPI 3.0 and later,,TAPI3,,Confpriv.h,,,,,,enumeration
PARTICIPANT_TYPED_INFO,TAPI 3.0 and later,,TAPI3,,Confpriv.h,,,,,,enumeration
PHONE_BUTTON_FUNCTION,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_BUTTON_MODE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_BUTTON_STATE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_EVENT,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_HOOK_SWITCH_DEVICE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_HOOK_SWITCH_STATE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_LAMP_MODE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_PRIVILEGE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONE_TONE,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONECAPS_BUFFER,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONECAPS_LONG,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PHONECAPS_STRING,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
PLAYBACK_CAPABILITY,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
QOS_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
QOS_SERVICE_LEVEL,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
RECORD_CAPABILITY,TAPI 3.1,,TAPI3,,Tapi3.h,,,,,,enumeration
RND_ADVERTISING_SCOPE,TAPI 3.0 and later,,TAPI3,,Rend.h,,,,,,enumeration
StreamConfigCapsType,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
StreamQualityProperty,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
TAPI_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TAPI_GATHERTERM,TAPI 3.1,,TAPI3,,Tapi3if.h,,,,,,enumeration
TAPI_OBJECT_TYPE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TAPI_TONEMODE,TAPI 3.1,,TAPI3,,Tapi3if.h,,,,,,enumeration
TAPIControlFlags,TAPI 3.1,,TAPI3,,Ipmsp.h,,,,,,enumeration
TAPIOBJECT_EVENT,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TERMINAL_DIRECTION,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TERMINAL_MEDIA_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3if.h,,,,,,enumeration
TERMINAL_STATE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TERMINAL_TYPE,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,,,,,enumeration
TMGR_DIRECTION,TAPI 3.1,,TAPI3,,Termmgr.h,,,,,,enumeration
IEnumACDGroup,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumAddress,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumAgent,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumAgentHandler,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumAgentSession,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumBstr,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumCall,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumCallHub,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumCallingCard,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumDialableAddrs,TAPI 3.0 and later,,TAPI3,,Rend.h,,Rendid.lib,,,,interface
IEnumDirectory,TAPI 3.0 and later,,TAPI3,,Rend.h,,Rendid.lib,,,,interface
IEnumDirectoryObject,TAPI 3.0 and later,,TAPI3,,Rend.h,,Rendid.lib,,,,interface
IEnumLocation,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumMcastScope,TAPI 3.0 and later,,TAPI3,,Mdhcp.h,,Mdhcpid.lib,,,,interface
IEnumMedia,TAPI 3.0 and later,,TAPI3,,Sdpblb.h,,Sdpblbid.lib,,,,interface
IEnumParticipant,TAPI 3.0 and later,,TAPI3,,Confpriv.h,,Uuid.lib,,,,interface
IEnumPhone,TAPI 3.1,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumPluggableSuperclassInfo,TAPI 3.1,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumPluggableTerminalClassInfo,TAPI 3.1,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumQueue,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumStorageStream,TAPI 3.1,,TAPI3,,Termmgr.h,,Uuid.lib,,,,interface
IEnumStream,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumSubStream,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumTerminal,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumTerminalClass,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
IEnumTime,TAPI 3.0 and later,,TAPI3,,Sdpblb.h,,Sdpblbid.lib,,,,interface
IH323LineEx,TAPI 3.0 and later,,TAPI3,,H323priv.h,,Uuid.lib,,,,interface
IKeyFrameControl,TAPI 3.0 and later,,TAPI3,,H323priv.h,,Uuid.lib,,,,interface
IMcastAddressAllocation,TAPI 3.0 and later,,TAPI3,,Mdhcp.h,,Mdhcpid.lib,,,,interface
IMcastLeaseInfo,TAPI 3.0 and later,,TAPI3,,Mdhcp.h,,Mdhcpid.lib,,,,interface
IMcastScope,TAPI 3.0 and later,,TAPI3,,Mdhcp.h,,Mdhcpid.lib,,,,interface
IMulticastControl,TAPI 3.0 and later,,TAPI3,,Confpriv.h,,Uuid.lib,,,,interface
ITACDGroup,TAPI 3.0 and later,,TAPI3,,Tapi3.h,,Uuid.lib,,,,interface
